age;job;balance;loan;marital;education;default;housing;contact;campaign;deposit
36;management;436;no;single;tertiary;no;no;cellular;1;yes
38;management;413;no;married;tertiary;no;no;cellular;1;yes
45;blue-collar;116;no;single;primary;no;no;unknown;1;yes
36;management;62;no;single;unknown;no;no;cellular;2;yes
23;student;107;no;single;secondary;no;no;cellular;5;yes
38;technician;497;no;married;secondary;no;no;unknown;1;yes
44;services;2557;no;married;primary;no;yes;cellular;1;yes
35;management;2646;no;single;tertiary;no;no;cellular;8;yes
75;retired;3771;no;married;secondary;no;no;telephone;1;yes
26;technician;1066;no;single;tertiary;no;no;cellular;1;yes
59;technician;1;no;married;secondary;no;no;cellular;2;yes
30;management;232;no;single;tertiary;no;no;cellular;1;yes
36;blue-collar;1177;NA;married;primary;no;no;cellular;1;yes
39;technician;603;NA;married;secondary;no;no;cellular;1;yes
24;management;736;no;single;tertiary;no;yes;cellular;2;yes
NA;services;129;no;single;secondary;no;no;cellular;2;yes
36;management;-115;no;married;tertiary;no;yes;cellular;4;yes
22;management;104;yes;single;tertiary;no;no;cellular;3;yes
34;management;589;no;married;tertiary;no;no;cellular;2;yes
22;student;3472;no;single;primary;no;no;cellular;1;yes
57;management;2845;no;married;tertiary;no;yes;telephone;5;yes
30;student;7529;no;single;tertiary;no;no;cellular;6;yes
55;unemployed;309;no;divorced;secondary;no;no;cellular;1;yes
38;blue-collar;0;no;divorced;secondary;no;yes;telephone;1;yes
39;blue-collar;1672;no;single;secondary;no;yes;cellular;1;yes
38;technician;1711;no;single;secondary;no;no;cellular;3;yes
24;admin.;1295;no;single;secondary;no;no;cellular;1;yes
30;student;2046;NA;single;secondary;no;no;telephone;3;yes
29;blue-collar;455;no;single;tertiary;no;no;telephone;1;yes
25;NA;722;no;single;unknown;no;no;telephone;2;yes
52;technician;371;yes;married;secondary;no;yes;cellular;2;yes
NA;management;997;no;married;tertiary;no;no;cellular;1;yes
40;technician;206;no;married;tertiary;no;no;cellular;6;yes
76;retired;820;no;married;secondary;no;no;telephone;4;yes
31;admin.;410;no;single;secondary;no;no;cellular;1;yes
42;self-employed;1216;no;married;secondary;no;yes;cellular;1;yes
43;technician;11115;no;single;unknown;no;no;cellular;1;yes
73;retired;796;no;married;primary;no;no;cellular;1;yes
41;management;5037;no;divorced;tertiary;no;no;cellular;9;yes
77;NA;1780;NA;married;unknown;no;yes;cellular;2;yes
46;admin.;429;no;divorced;primary;no;yes;cellular;2;yes
NA;technician;2779;no;married;secondary;no;no;cellular;2;yes
26;management;222;no;single;tertiary;no;no;cellular;1;yes
45;blue-collar;0;no;single;secondary;no;yes;cellular;1;yes
29;management;1445;no;single;tertiary;no;no;cellular;2;yes
NA;technician;655;no;single;tertiary;no;no;cellular;1;yes
26;NA;77;no;single;tertiary;no;no;cellular;1;yes
63;blue-collar;115;no;married;primary;no;no;telephone;1;yes
37;unemployed;NA;no;single;secondary;no;no;telephone;2;yes
26;management;1438;no;single;tertiary;no;no;cellular;1;yes
54;admin.;140;no;married;unknown;no;no;telephone;2;yes
30;admin.;915;no;single;secondary;no;yes;unknown;1;yes
61;retired;1058;no;married;secondary;no;no;cellular;3;yes
69;retired;0;no;married;secondary;no;no;cellular;2;yes
76;self-employed;4984;no;married;unknown;no;no;telephone;1;yes
30;management;697;no;single;tertiary;no;no;cellular;2;yes
64;retired;4787;no;married;secondary;no;no;cellular;1;yes
55;housemaid;962;no;married;secondary;no;yes;cellular;1;yes
55;technician;1320;no;married;tertiary;no;no;cellular;2;yes
29;management;2955;NA;single;tertiary;no;no;cellular;2;yes
41;unemployed;0;no;married;tertiary;no;no;cellular;1;yes
63;retired;12067;no;married;primary;no;no;telephone;1;yes
45;admin.;3006;NA;married;secondary;no;no;cellular;2;yes
32;technician;388;no;single;tertiary;no;no;cellular;3;yes
41;self-employed;0;no;married;tertiary;no;yes;telephone;3;yes
37;management;565;no;married;secondary;no;no;cellular;1;yes
NA;student;329;no;single;secondary;no;no;cellular;1;yes
61;retired;4243;no;divorced;secondary;no;no;cellular;1;yes
40;unemployed;72;no;single;tertiary;no;no;cellular;1;yes
30;management;4328;no;married;tertiary;no;no;cellular;3;yes
54;technician;395;no;married;tertiary;no;no;cellular;1;yes
NA;admin.;0;no;married;secondary;no;no;cellular;1;yes
45;admin.;205;no;married;secondary;no;no;cellular;1;yes
48;blue-collar;NA;no;married;secondary;no;yes;cellular;1;yes
60;blue-collar;5;no;married;primary;no;no;cellular;1;yes
34;unemployed;1965;no;single;secondary;no;no;telephone;1;yes
29;housemaid;19;NA;single;tertiary;no;no;cellular;1;yes
77;retired;7802;no;married;tertiary;no;no;telephone;1;yes
64;management;2352;no;married;unknown;no;no;cellular;2;yes
80;retired;155;no;married;primary;no;no;telephone;1;yes
26;technician;NA;no;single;tertiary;no;no;cellular;2;yes
33;admin.;79;no;married;tertiary;no;yes;cellular;1;yes
41;technician;1646;no;single;tertiary;no;yes;cellular;1;yes
28;management;437;no;single;tertiary;no;no;cellular;1;yes
74;retired;935;no;married;secondary;no;no;cellular;1;yes
29;student;2929;no;single;unknown;no;no;cellular;1;yes
72;retired;2304;no;married;primary;no;no;telephone;4;yes
18;student;348;no;single;unknown;no;no;cellular;4;yes
46;NA;640;no;married;secondary;no;yes;cellular;1;yes
37;technician;88;no;married;tertiary;no;no;cellular;1;yes
37;management;2283;no;married;tertiary;no;no;cellular;2;yes
32;technician;473;yes;married;secondary;no;no;cellular;3;yes
NA;technician;0;no;married;tertiary;no;no;cellular;2;yes
77;unknown;397;no;married;unknown;no;no;telephone;3;yes
35;management;62;no;married;tertiary;no;no;cellular;2;yes
53;NA;3634;no;married;tertiary;no;no;cellular;4;yes
46;management;273;no;married;tertiary;no;yes;cellular;6;yes
78;retired;3417;no;divorced;secondary;no;no;cellular;1;yes
34;technician;133;no;married;secondary;no;no;cellular;2;yes
54;management;1624;no;married;tertiary;no;no;cellular;3;yes
33;services;386;no;married;secondary;no;no;cellular;1;yes
23;student;2530;no;single;unknown;no;no;cellular;1;yes
34;technician;2838;no;single;tertiary;no;yes;cellular;3;yes
32;unemployed;1026;no;single;secondary;no;yes;cellular;1;yes
54;unknown;2206;no;married;secondary;no;no;cellular;1;yes
40;admin.;NA;no;married;secondary;no;yes;cellular;1;yes
63;retired;0;no;divorced;tertiary;no;no;cellular;1;yes
37;management;2987;no;married;tertiary;no;yes;cellular;1;yes
48;NA;1230;no;married;secondary;no;yes;cellular;2;yes
28;technician;2335;no;single;secondary;no;no;cellular;1;yes
35;management;8000;no;married;tertiary;no;no;cellular;1;yes
29;management;-27;no;single;tertiary;no;no;cellular;1;yes
68;retired;1146;no;married;secondary;no;no;cellular;1;yes
53;blue-collar;1004;no;single;secondary;no;no;cellular;1;yes
37;technician;197;NA;single;tertiary;no;no;cellular;1;yes
58;NA;169;no;married;secondary;no;no;cellular;3;yes
37;management;393;no;married;tertiary;no;yes;cellular;3;yes
37;admin.;29;no;married;tertiary;no;no;cellular;2;yes
34;admin.;920;no;married;secondary;no;no;cellular;3;yes
50;admin.;3608;no;married;secondary;no;yes;cellular;8;yes
56;management;870;no;married;primary;no;no;cellular;1;yes
57;retired;9367;no;married;primary;no;no;cellular;4;yes
29;unemployed;1374;no;single;primary;no;no;cellular;2;yes
75;retired;6027;no;married;tertiary;no;no;cellular;1;yes
24;management;1;no;single;tertiary;no;no;cellular;5;yes
46;management;349;no;married;tertiary;no;no;cellular;4;yes
27;student;39;NA;single;tertiary;no;no;cellular;1;yes
52;management;583;no;married;tertiary;no;no;cellular;1;yes
38;management;1276;no;married;tertiary;no;no;cellular;2;yes
33;management;2364;no;single;tertiary;no;no;cellular;1;yes
NA;admin.;53;no;married;secondary;no;yes;cellular;1;yes
64;retired;1612;no;married;secondary;no;no;cellular;1;yes
84;retired;639;no;divorced;primary;no;no;telephone;3;yes
62;retired;3114;no;married;secondary;no;no;cellular;2;yes
41;admin.;1;no;married;tertiary;no;yes;telephone;2;yes
29;admin.;1070;no;single;secondary;no;yes;unknown;1;yes
NA;technician;195;no;married;secondary;no;yes;cellular;1;yes
30;technician;3144;no;single;secondary;no;no;cellular;2;yes
37;management;3236;no;married;tertiary;no;no;cellular;2;yes
78;retired;3208;no;married;unknown;no;no;telephone;3;yes
47;blue-collar;1568;no;married;secondary;no;yes;cellular;3;yes
61;technician;NA;no;married;secondary;no;no;cellular;4;yes
46;self-employed;706;no;married;secondary;no;no;cellular;1;yes
31;unemployed;2616;no;single;secondary;no;no;cellular;1;yes
21;student;215;no;single;secondary;no;no;cellular;1;yes
71;retired;3230;no;married;primary;no;no;cellular;2;yes
52;admin.;726;no;single;secondary;no;yes;cellular;1;yes
25;student;3713;no;single;secondary;no;no;cellular;2;yes
60;technician;0;no;married;secondary;no;no;cellular;4;yes
30;admin.;265;no;single;secondary;no;yes;cellular;1;yes
29;unemployed;70;no;single;tertiary;no;no;cellular;1;yes
NA;management;388;no;married;tertiary;no;no;cellular;1;yes
59;management;1727;no;married;primary;no;no;telephone;4;yes
38;technician;205;no;married;secondary;no;no;cellular;1;yes
33;services;2881;no;single;secondary;no;no;cellular;1;yes
31;technician;846;no;single;secondary;no;no;cellular;3;yes
40;technician;2266;no;married;secondary;no;no;cellular;3;yes
28;technician;742;no;married;secondary;no;no;cellular;1;yes
66;management;2149;no;married;unknown;no;yes;cellular;2;yes
32;admin.;344;NA;single;secondary;no;no;cellular;2;yes
67;retired;1430;no;married;primary;no;no;telephone;2;yes
39;unemployed;265;no;divorced;secondary;no;yes;unknown;1;yes
46;housemaid;NA;no;married;secondary;no;no;cellular;3;yes
54;retired;3538;no;married;secondary;no;no;cellular;1;yes
47;services;973;no;divorced;unknown;no;no;cellular;1;yes
45;technician;1831;no;married;secondary;no;no;cellular;2;yes
63;blue-collar;641;no;married;secondary;no;no;cellular;2;yes
60;unemployed;1047;no;married;secondary;no;no;cellular;3;yes
29;management;8103;no;married;tertiary;no;no;cellular;3;yes
33;services;523;no;single;unknown;no;yes;unknown;1;yes
48;housemaid;0;no;married;secondary;no;no;cellular;5;yes
26;technician;515;no;single;tertiary;no;no;cellular;1;yes
55;admin.;8304;no;married;secondary;no;no;cellular;1;yes
36;technician;1368;no;married;secondary;no;no;cellular;1;yes
33;admin.;272;no;single;tertiary;no;yes;cellular;1;yes
28;blue-collar;-46;no;single;secondary;no;yes;cellular;2;yes
28;services;168;no;single;secondary;no;no;cellular;3;yes
31;management;515;no;single;tertiary;no;no;cellular;5;yes
28;management;223;no;single;tertiary;no;yes;cellular;1;yes
49;admin.;NA;no;single;tertiary;no;yes;cellular;1;yes
27;blue-collar;644;no;single;tertiary;no;no;cellular;1;yes
28;admin.;330;no;married;secondary;no;no;cellular;2;yes
65;admin.;952;no;married;secondary;no;no;cellular;1;yes
30;technician;1165;no;single;secondary;no;no;cellular;2;yes
38;admin.;0;no;married;secondary;no;yes;cellular;1;yes
36;technician;2823;no;divorced;secondary;no;yes;cellular;1;yes
63;retired;NA;no;divorced;secondary;no;no;cellular;1;yes
63;retired;48;no;married;primary;no;no;cellular;1;yes
NA;management;187;no;single;tertiary;no;no;cellular;1;yes
80;retired;8304;no;married;secondary;no;no;telephone;1;yes
NA;blue-collar;276;no;married;secondary;no;no;cellular;2;yes
31;management;147;no;single;tertiary;no;no;cellular;2;yes
39;NA;323;no;married;secondary;no;no;cellular;2;yes
30;NA;799;no;single;secondary;no;no;unknown;1;yes
67;retired;2540;no;married;unknown;no;no;telephone;5;yes
NA;blue-collar;322;no;single;secondary;no;no;unknown;1;yes
36;management;495;no;married;tertiary;no;no;cellular;1;yes
24;student;358;no;single;unknown;no;no;cellular;1;yes
30;technician;2371;no;single;secondary;no;no;cellular;1;yes
21;student;53;no;single;unknown;no;no;cellular;1;yes
27;admin.;861;no;single;unknown;no;no;cellular;4;yes
56;admin.;602;no;married;secondary;no;no;cellular;1;yes
66;admin.;4041;no;married;secondary;no;no;cellular;2;yes
71;retired;275;no;divorced;primary;no;no;cellular;1;yes
26;services;12;no;single;tertiary;no;no;cellular;1;yes
62;retired;1742;no;married;primary;no;no;cellular;2;yes
32;self-employed;46;no;single;tertiary;no;yes;cellular;2;yes
68;retired;2027;no;divorced;primary;no;no;cellular;2;yes
37;admin.;3221;no;married;tertiary;no;no;cellular;2;yes
27;management;1720;no;single;tertiary;no;no;cellular;1;yes
45;technician;2033;no;single;tertiary;no;no;cellular;5;yes
64;retired;3189;no;married;secondary;no;no;telephone;1;yes
38;student;2946;no;divorced;tertiary;no;no;cellular;3;yes
66;housemaid;1230;no;married;primary;no;no;cellular;6;yes
30;management;572;no;single;tertiary;no;no;cellular;3;yes
39;technician;1435;no;single;secondary;no;no;cellular;1;yes
24;technician;403;no;single;secondary;no;no;unknown;1;yes
49;technician;1071;no;married;tertiary;no;no;cellular;1;yes
34;management;3301;no;married;tertiary;no;yes;cellular;2;yes
46;blue-collar;1723;no;married;secondary;no;no;cellular;2;yes
32;technician;705;no;single;tertiary;no;no;cellular;1;yes
52;blue-collar;955;yes;married;secondary;no;no;cellular;2;yes
25;blue-collar;303;no;single;secondary;no;no;cellular;1;yes
57;management;3287;no;divorced;tertiary;no;no;cellular;1;yes
64;retired;109;no;divorced;primary;no;no;cellular;1;yes
33;management;NA;no;single;tertiary;no;no;cellular;2;yes
36;management;538;no;single;tertiary;no;no;cellular;1;yes
59;management;NA;no;married;tertiary;no;no;cellular;3;yes
25;student;1957;no;single;secondary;no;no;cellular;4;yes
NA;services;774;no;married;secondary;no;no;cellular;1;yes
37;self-employed;1188;no;single;tertiary;no;no;cellular;1;yes
49;management;1167;yes;married;tertiary;no;yes;cellular;6;yes
42;technician;2611;no;divorced;tertiary;no;yes;cellular;1;yes
27;blue-collar;3145;no;single;secondary;no;no;cellular;1;yes
29;technician;825;no;single;secondary;no;no;cellular;2;yes
37;technician;122;no;married;tertiary;no;no;cellular;2;yes
NA;management;334;no;single;tertiary;no;yes;cellular;3;yes
38;management;623;no;single;tertiary;no;no;cellular;4;yes
48;management;86;no;single;tertiary;no;no;cellular;3;yes
55;NA;976;no;divorced;primary;no;no;cellular;1;yes
39;technician;393;no;single;tertiary;no;no;cellular;1;yes
49;admin.;293;no;single;secondary;no;no;cellular;1;yes
68;retired;476;no;divorced;primary;no;no;telephone;1;yes
45;management;2724;no;married;unknown;no;no;cellular;2;yes
67;retired;NA;no;married;primary;no;no;cellular;6;yes
60;retired;11;no;married;secondary;no;no;cellular;1;yes
31;blue-collar;54;no;single;secondary;no;yes;cellular;1;yes
58;blue-collar;3109;no;married;primary;no;no;cellular;1;yes
41;admin.;3126;no;married;secondary;no;yes;cellular;1;yes
23;services;488;no;single;secondary;no;no;cellular;1;yes
35;unemployed;978;no;married;secondary;no;no;cellular;2;yes
33;management;718;no;single;tertiary;no;yes;cellular;1;yes
32;technician;3255;no;divorced;tertiary;no;no;cellular;2;yes
48;admin.;1544;no;single;secondary;no;yes;telephone;1;yes
43;management;0;no;single;tertiary;no;no;cellular;2;yes
32;technician;4071;no;single;tertiary;no;no;cellular;2;yes
74;retired;29080;no;divorced;primary;no;no;cellular;5;yes
32;management;12569;no;single;tertiary;no;no;cellular;2;yes
63;retired;2896;no;married;secondary;no;no;cellular;1;yes
28;student;196;no;single;secondary;no;no;cellular;3;yes
31;services;1027;no;single;secondary;no;no;cellular;3;yes
26;NA;463;yes;single;secondary;no;no;cellular;2;yes
31;student;3511;no;single;secondary;no;no;cellular;1;yes
39;management;224;no;divorced;tertiary;no;no;cellular;2;yes
28;services;198;no;single;secondary;no;no;cellular;2;yes
30;technician;0;no;single;tertiary;no;yes;cellular;1;yes
24;admin.;674;no;single;tertiary;no;yes;cellular;1;yes
32;management;623;no;single;tertiary;no;no;cellular;3;yes
46;management;558;no;divorced;tertiary;no;no;cellular;1;yes
60;technician;259;no;married;secondary;no;no;cellular;1;yes
37;technician;432;no;married;secondary;no;yes;cellular;3;yes
48;management;159;no;single;tertiary;no;no;telephone;1;yes
52;services;657;no;married;secondary;no;no;telephone;2;yes
29;NA;NA;no;single;tertiary;no;no;cellular;2;yes
71;NA;392;no;divorced;unknown;no;no;telephone;2;yes
NA;management;6651;NA;single;tertiary;no;no;cellular;1;yes
70;retired;2795;no;married;primary;no;no;cellular;1;yes
28;management;1414;no;single;tertiary;yes;yes;cellular;1;yes
31;self-employed;NA;no;married;tertiary;no;no;telephone;2;yes
80;retired;668;no;married;secondary;no;no;telephone;1;yes
29;management;502;no;single;tertiary;no;no;cellular;1;yes
23;student;1809;no;single;secondary;no;no;cellular;2;yes
NA;services;267;no;single;secondary;no;no;cellular;2;yes
69;retired;2473;no;married;secondary;no;no;cellular;3;yes
19;student;372;no;single;secondary;no;no;telephone;3;yes
35;blue-collar;484;no;single;unknown;no;no;cellular;1;yes
38;admin.;1767;no;married;secondary;no;yes;cellular;4;yes
32;technician;491;no;single;unknown;no;no;cellular;7;yes
