DEFAULT;GENDER;AGE;CITIZEN;PART;INCOME;BALANCE
No;Male;37;DE;No;25,355.0;765.3
No;Male;37;PO;Yes;13,699.9;979.2
No;Male;46;GR;Yes;19,639.3;1,274.1
No;Male;52;GE;Yes;17,399.1;887.7
No;Female;53;UK;No;40,384.4;213.0
No;Male;47;GE;No;54,326.6;569.8
No;Male;36;SP;No;52,640.5;5.0
No;Male;40;GE;No;45,766.6;124.2
No;Male;48;UK;No;21,482.9;1,272.8
Yes;Male;40;SP;No;66,466.7;1,673.6
No;Male;42;SP;No;67,440.9;1,034.9
No;Female;37;UK;Yes;11,519.8;308.3
No;Female;40;UK;Yes;16,955.1;37.5
No;Male;45;GE;No;34,697.1;1,484.7
No;Female;38;IT;No;46,180.2;802.0
Yes;Female;37;GR;Yes;16,877.1;1,704.9
Yes;Male;28;UK;No;42,987.2;1,477.6
No;Male;36;GE;No;28,336.5;1,349.0
No;Female;45;GE;Yes;23,903.8;555.2
No;Female;35;GE;No;29,771.4;80.5
No;Female;35;IT;Yes;24,687.3;1,327.2
No;Male;36;UK;Yes;11,551.7;1,761.0
No;Male;33;FR;Yes;21,576.9;1,404.2
No;Female;41;IT;Yes;26,923.4;1,236.0
No;Female;40;GE;No;39,840.3;5.0
No;Female;39;FR;No;25,555.6;624.9
No;Female;33;GE;No;47,240.6;879.6
Yes;Male;30;SP;Yes;23,744.3;1,323.2
No;Male;40;IT;No;40,076.4;208.5
No;Male;41;FR;No;14,535.2;426.3
Yes;Male;39;GR;Yes;24,629.6;2,169.3
Yes;Male;29;UK;No;41,171.0;1,903.9
No;Female;34;GE;No;61,578.9;761.2
No;Male;39;UK;No;28,528.0;304.4
No;Male;41;GE;No;17,676.0;869.9
No;Male;38;GR;Yes;14,926.7;1,197.9
No;Male;40;FR;Yes;25,786.5;1,348.1
No;Male;33;SP;No;47,626.2;770.7
No;Male;39;GR;No;62,127.6;503.2
No;Male;37;GR;Yes;16,625.9;1,648.8
No;Male;41;FR;No;28,250.0;1,009.1
No;Male;35;UK;No;27,003.0;691.5
Yes;Female;31;IT;Yes;20,662.5;1,900.2
No;Male;41;FR;No;44,471.1;125.1
Yes;Female;29;GE;Yes;18,606.0;2,007.1
No;Female;44;DE;No;35,187.7;848.7
No;Male;36;GE;No;54,314.3;1,631.3
No;Female;40;GE;No;23,359.7;1,033.3
Yes;Male;28;SP;Yes;22,180.0;1,725.9
No;Female;44;GE;No;40,244.1;342.3
Yes;Male;42;UK;Yes;17,831.6;1,484.6
